,Order_ID,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Pickup_Time,Weather,Traffic,Delivery_Time
81,yqxv797113423,26.905287,75.794592,27.035287,75.924592,21:50:00,Cloudy,Jam ,190
82,shie458425500,22.761226,75.887522,22.791226,75.917522,20:30:00,Stormy,Jam ,70
83,wjpk251116710,12.978453,77.643685,12.988453,77.653685,11:25:00,Fog,High ,185
84,ctmw261279101,26.913987,75.752891,26.973987,75.812891,0:05:00,Fog,Low ,75
85,rdfj079101370,11.001753,76.986241,11.111753,77.096241,22:25:00,Cloudy,Low ,140
86,zrfb196199495,26.913483,75.803139,26.993483,75.883139,19:40:00,Stormy,Jam ,125
87,nzvd906925631,22.751857,75.866699,22.811857,75.926699,21:45:00,Windy,Jam ,150
88,zjgh066097748,22.753659,75.903365,22.863659,76.013365,22:00:00,Sunny,Jam ,135
89,kxqf101800161,11.003681,76.975525,11.063681,77.035525,23:30:00,Stormy,Low ,85
90,yano766261325,19.22384,72.841347,19.27384,72.891347,17:40:00,Cloudy,Medium ,75
91,cnha846875587,18.636215,73.751081,18.706215,73.821081,23:05:00,Windy,Low ,135
92,iidu252906442,11.003669,76.976494,11.023669,76.996494,11:40:00,Sunny,High ,105
93,pjyz815469689,21.186608,72.794136,21.256608,72.864136,21:25:00,Cloudy,Jam ,150
94,bssa512198308,12.972532,77.608179,13.022532,77.658179,21:15:00,Sunny,Jam ,110
95,osms416384924,22.310329,73.169083,22.370329,73.229083,21:40:00,Fog,Jam ,135
96,xwbp931682713,22.728163,75.884212,22.738163,75.894212,10:15:00,Stormy,Low ,140
97,ugji724168131,30.885814,75.786976,30.935814,75.836976,21:40:00,Windy,Jam ,95
98,tnju042895757,0.0,0.0,0.05,0.05,18:00:00,Sunny,Medium ,90
99,cary103758997,10.96185,76.971082,11.05185,77.061082,19:50:00,Cloudy,Jam ,210
100,jjpw687950604,22.651847,75.881991,22.711847,75.941991,22:10:00,Sunny,Jam ,50
101,ejjb219940486,12.3085,76.665808,12.3785,76.735808,20:25:00,Fog,Jam ,155
102,ejpc593482151,21.149834,72.778666,21.279834,72.908666,19:55:00,Cloudy,Jam ,205
103,owlf766927394,12.323194,76.630583,12.353194,76.660583,18:35:00,Cloudy,Medium ,80
104,ksns380486204,22.745049,75.892471,22.765049,75.912471,10:45:00,Fog,Low ,70
105,cjld200477837,19.876106,75.340775,19.926106,75.390775,21:50:00,Sandstorms,Jam ,125
106,yjqv535570436,26.914142,75.805704,26.994142,75.885704,22:50:00,Stormy,Low ,65
107,zpvz431037427,19.176269,72.836721,19.196269,72.856721,10:45:00,Stormy,Low ,80
108,ruqu234155828,22.310329,73.169083,22.360329,73.219083,22:00:00,Sandstorms,Jam ,150
109,emhh568791054,23.369746,85.33982,23.499746,85.46982,19:50:00,Fog,Jam ,165
110,fitj849019134,0.0,0.0,0.05,0.05,20:45:00,Cloudy,Jam ,135
111,omys380670269,17.429585,78.392621,17.479585,78.442621,21:25:00,Fog,Jam ,39
112,anch150166322,0.0,0.0,0.04,0.04,16:30:00,Windy,Medium ,120
113,xxas424626013,26.90294,75.793007,26.98294,75.873007,22:40:00,Fog,Low ,135
114,myzm632969092,18.569156,73.774723,18.589156,73.794723,9:20:00,Windy,Low ,50
115,ubkz508490091,18.536718,73.830327,18.556718,73.850327,9:40:00,Cloudy,Low ,65
116,slqc641839422,11.026117,76.944652,11.036117,76.954652,9:05:00,Cloudy,Low ,95
117,ydjc586459520,22.732225,75.874765,22.822225,75.964765,23:25:00,Sandstorms,Low ,85
118,iust579586436,12.337928,76.617889,12.387928,76.667889,20:55:00,Sandstorms,Jam ,145
119,mexi889463821,30.88722,75.804893,30.91722,75.834893,19:35:00,Sandstorms,Jam ,55
120,qkux956576156,30.328174,78.049117,30.438174,78.159117,19:05:00,Stormy,Medium ,17
121,tydi511573079,17.458998,78.500366,17.548998,78.590366,20:55:00,Cloudy,Jam ,200
122,vbsh124267282,11.003681,76.975525,11.043681,77.015525,16:30:00,Sandstorms,Medium ,105
123,fqee335673320,21.170096,72.789122,21.200096,72.819122,22:55:00,Sandstorms,Low ,85
124,vwaj073664231,12.970324,77.645748,12.990324,77.665748,10:55:00,Sunny,Low ,115
125,xepv819914405,26.921411,75.793604,27.001411,75.873604,18:45:00,Fog,Medium ,32
126,jeen246679329,19.12663,72.829976,19.14663,72.849976,8:20:00,Fog,Low ,90
127,jqyl893031918,0.0,0.0,0.11,0.11,18:20:00,Stormy,Medium ,85
128,kkqb212189836,23.234631,77.401663,23.304631,77.471663,22:00:00,Sandstorms,Jam ,75
129,rwby917987613,12.316967,76.603067,12.376967,76.663067,21:40:00,Stormy,Jam ,145
130,xcpk783407915,30.905562,75.832841,30.925562,75.852841,10:30:00,Stormy,Low ,75
131,dyqn470935235,0.0,0.0,0.03,0.03,20:15:00,Windy,Jam ,55
132,nalc019690997,22.310237,73.158921,22.440237,73.288921,23:00:00,Stormy,Low ,100
133,pdlf586160630,18.546258,73.904337,18.576258,73.934337,18:35:00,Sandstorms,Medium ,100
134,ckoz514175734,18.516216,73.842527,18.606216,73.932527,18:25:00,Sunny,Medium ,125
135,jwil232416803,22.722634,75.886959,22.782634,75.946959,21:15:00,Fog,Jam ,125
136,ctan677524336,30.342509,78.061187,30.372509,78.091187,17:25:00,Fog,Medium ,75
137,jmge340007899,18.636215,73.751081,18.686215,73.801081,23:55:00,Cloudy,Low ,85
138,lpte841515119,17.410371,78.437225,17.540371,78.567225,20:25:00,Cloudy,Jam ,235
139,qxcl605352062,21.186608,72.794136,21.236608,72.844136,17:50:00,Stormy,Medium ,115
140,ckow584739470,12.981615,80.231598,13.051615,80.301598,19:15:00,Windy,Medium ,115
141,vsri500454774,19.178321,72.834715,19.288321,72.944715,0:15:00,Sunny,Low ,130
142,ginp767478139,26.913726,75.75282,26.993726,75.83282,22:35:00,Cloudy,Low ,145
143,uilb870617970,15.544419,73.755736,15.574419,73.785736,18:30:00,Sandstorms,Medium ,140
144,ldxx648232776,17.45971,78.368855,17.46971,78.378855,9:45:00,Windy,Low ,115
145,gwug991841752,11.003008,76.97544,11.093008,77.06544,0:00:00,Stormy,Low ,135
146,kjul457226529,22.753839,75.897429,22.783839,75.927429,22:25:00,Windy,Low ,55
147,nlve074940948,21.157729,72.768726,21.267729,72.878726,17:55:00,Cloudy,Medium ,125
148,xory176603299,13.029198,77.570997,13.069198,77.610997,14:10:00,Sandstorms,High ,140
149,lmyq524334587,11.000762,76.981876,11.020762,77.001876,8:30:00,Windy,Low ,125
150,mozj670710314,0.0,0.0,0.08,0.08,20:05:00,Fog,Jam ,190
151,qmpt145946527,13.049645,80.242268,13.059645,80.252268,10:40:00,Sunny,Low ,100
152,ditc248682024,26.902908,75.792934,27.042908,75.932934,23:35:00,Sunny,Low ,120
153,umza291289960,23.357804,85.325146,23.487804,85.455146,17:45:00,Sunny,Medium ,65
154,lnkg652409653,26.88842,75.800689,26.91842,75.830689,23:40:00,Fog,Low ,95
155,ufjc123699648,11.010375,76.95295,11.070375,77.01295,20:40:00,Windy,Jam ,125
156,pugi833751073,10.020683,76.310631,10.100683,76.390631,18:45:00,Windy,Medium ,125
157,gwjw511903123,0.0,0.0,0.01,0.01,8:30:00,Sunny,Low ,70
158,kzsn474389952,12.316967,76.603067,12.386967,76.673067,22:25:00,Fog,Low ,155
159,qgmq559488305,19.879631,75.323403,19.889631,75.333403,9:55:00,Sunny,Low ,100
160,yvas806073879,22.311358,73.164798,22.441358,73.294798,0:15:00,Stormy,Low ,85
161,mtnk106594200,21.15276,72.778059,21.24276,72.868059,20:25:00,Sandstorms,Jam ,135
162,yxne386132805,19.091458,72.827808,19.221458,72.957808,20:30:00,Sunny,Jam ,95
163,vdyu945502743,21.175975,72.795503,21.265975,72.885503,23:35:00,Cloudy,Low ,130
164,qril670304968,0.0,0.0,0.01,0.01,8:55:00,Fog,Low ,75
165,scsb201155963,12.311072,76.654878,12.371072,76.714878,22:45:00,Sunny,Low ,55
166,tnlw417451340,11.010375,76.95295,11.120375,77.06295,19:30:00,Sandstorms,Jam ,185
167,azip449964991,26.914142,75.805704,26.954142,75.845704,13:50:00,Stormy,High ,130
168,ducs397950185,21.186884,72.793616,21.276884,72.883616,22:10:00,Windy,Jam ,115
169,fvhr645658593,12.3085,76.665808,12.3185,76.675808,8:55:00,Stormy,Low ,70
170,epjt871243143,22.310237,73.158921,22.420237,73.268921,17:30:00,Cloudy,Medium ,165
171,xrjl146097857,12.334022,76.618203,12.384022,76.668203,22:30:00,Stormy,Low ,60
172,dojl605806455,18.530963,73.828972,18.590963,73.888972,18:45:00,Windy,Medium ,155
173,kccq250958228,18.563934,73.915367,18.593934,73.945367,21:50:00,Sunny,Jam ,80
174,cqqe522644508,11.021278,76.995017,11.051278,77.025017,18:05:00,Windy,Medium ,140
175,krnw667193374,15.303897,73.914336,15.383897,73.994336,22:30:00,Sunny,Low ,125
176,htfg762321403,22.551084,88.354127,22.571084,88.374127,8:35:00,Windy,Low ,115
177,rzgo402846725,13.027018,80.254791,13.097018,80.324791,20:35:00,Cloudy,Jam ,205
178,kjrl674025438,0.0,0.0,0.07,0.07,19:40:00,Fog,Jam ,200
179,bzfi640257129,22.727021,75.884167,22.807021,75.964167,17:45:00,Stormy,Medium ,130
180,ijps356599883,22.5491,88.400467,22.6091,88.460467,20:00:00,Sunny,Jam ,100
181,ecpu371715054,17.45971,78.368855,17.46971,78.378855,9:00:00,Stormy,Low ,125
182,gtkk942777557,19.003517,72.82765,19.083517,72.90765,18:05:00,Sandstorms,Medium ,105
183,rgmj157998304,0.0,0.0,0.01,0.01,11:30:00,Fog,High ,140
184,ubcf062692748,0.0,0.0,0.09,0.09,20:35:00,Cloudy,Jam ,200
185,nnks246945592,0.0,0.0,0.05,0.05,18:05:00,Fog,Medium ,55
186,bcam640500973,12.304569,76.643622,12.394569,76.733622,17:45:00,Sandstorms,Medium ,195
187,fchd642284940,22.569367,88.433187,22.609367,88.473187,14:40:00,Fog,High ,195
188,aqim282018080,23.184992,77.417227,23.244992,77.477227,18:20:00,Windy,Medium ,145
189,yucn329575836,12.972532,77.608179,13.082532,77.718179,19:05:00,Windy,Medium ,19
190,wezp269900129,17.433809,78.386744,17.473809,78.426744,16:35:00,Fog,Medium ,95
191,odlf577380162,22.651847,75.881991,22.691847,75.921991,16:10:00,Fog,Medium ,50
192,voub093574853,25.451517,81.832616,25.591517,81.972616,18:45:00,Stormy,Medium ,150
193,qxsn108867077,21.160522,72.771477,21.230522,72.841477,18:45:00,Cloudy,Medium ,160
194,waya448917959,12.323194,76.630583,12.393194,76.700583,21:55:00,Stormy,Jam ,105
195,oswi963008565,0.0,0.0,0.01,0.01,10:05:00,Cloudy,Low ,90
196,zplp685904573,12.98041,77.640489,13.04041,77.700489,23:50:00,Cloudy,Low ,75
197,lvic154347798,23.333017,85.3172,23.343017,85.3272,9:45:00,Sunny,Low ,80
198,auzl559623519,23.359194,85.325447,23.429194,85.395447,21:55:00,Sandstorms,Jam ,105
199,cqon627212805,12.913041,77.683237,12.963041,77.733237,21:50:00,Fog,Jam ,105
200,azkn185141270,21.170096,72.789122,21.260096,72.879122,21:25:00,Sunny,Jam ,145
201,gwry114813582,10.96185,76.971082,11.07185,77.081082,21:25:00,Fog,Jam ,160
202,tdhh061839733,19.221315,72.862381,19.241315,72.882381,10:30:00,Cloudy,Low ,50
203,fsgc318501581,19.221315,72.862381,19.261315,72.902381,15:00:00,Cloudy,High ,110
204,icer236390063,21.175104,72.804342,21.235104,72.864342,17:50:00,Sunny,Medium ,50
205,zomg639791255,13.026279,80.174568,13.076279,80.224568,19:35:00,Fog,Jam ,185
206,aobs904628093,12.326356,76.619103,12.366356,76.659103,12:20:00,Fog,High ,100
207,hwmy088540736,0.0,0.0,0.06,0.06,19:55:00,Sandstorms,Jam ,110
208,ndqt900531352,13.064181,80.236442,13.124181,80.296442,21:30:00,Stormy,Jam ,135
209,gckj588538357,19.12663,72.829976,19.23663,72.939976,21:20:00,Fog,Jam ,215
210,ahps542567361,12.972793,80.249982,13.102793,80.379982,23:20:00,Stormy,Low ,70
211,cirx448951809,22.31279,73.170283,22.33279,73.190283,9:55:00,Cloudy,Low ,75
212,lktl914389522,18.636215,73.751081,18.666215,73.781081,17:40:00,Stormy,Medium ,165
213,jlqo128018460,22.732225,75.874765,22.752225,75.894765,9:05:00,Stormy,Low ,80
214,deru285311888,0.0,0.0,0.11,0.11,0:00:00,Stormy,Low ,140
215,ykba491412595,17.455894,78.375467,17.465894,78.385467,9:35:00,Fog,Low ,90
216,hlqk500810319,23.374878,85.335739,23.414878,85.375739,13:00:00,Sandstorms,High ,29
217,wxiq795331120,18.539299,73.897902,18.579299,73.937902,12:55:00,Sunny,High ,50
218,eaap875960074,23.374878,85.335739,23.484878,85.445739,23:30:00,Cloudy,Low ,135
219,ntmg250046371,11.022298,76.998349,11.082298,77.058349,19:05:00,Windy,Medium ,155
220,hwyo681421839,26.921411,75.793604,26.951411,75.823604,20:45:00,Cloudy,Jam ,145
221,giwb534134135,23.416792,85.316842,23.506792,85.406842,23:20:00,Cloudy,Low ,175
222,davf256821898,22.744648,75.894377,22.824648,75.974377,19:50:00,Stormy,Jam ,145
223,bfth853324119,18.520016,73.830547,18.630016,73.940547,22:30:00,Fog,Low ,100
224,dyhw743350086,12.284747,76.625861,12.324747,76.665861,14:50:00,Fog,High ,150
225,tzwy560015909,12.939496,77.625999,12.959496,77.645999,11:40:00,Fog,High ,145
226,qyjd795276618,22.751234,75.88949,22.881234,76.01949,19:25:00,Windy,Jam ,130
227,zzjy427396132,26.88842,75.800689,26.93842,75.850689,18:30:00,Fog,Medium ,90
228,mtvu176503616,0.0,0.0,0.09,0.09,17:20:00,Fog,Medium ,190
229,vwfr354107947,18.927584,72.832585,18.937584,72.842585,9:10:00,Cloudy,Low ,18
230,dvcn913139316,26.913483,75.803139,27.043483,75.933139,21:05:00,Fog,Jam ,175
231,nckz577381978,13.005801,80.250744,13.055801,80.300744,18:30:00,Cloudy,Medium ,75
232,adqd085526339,12.98041,77.640489,13.06041,77.720489,22:20:00,Cloudy,Low ,165
233,evnj232279195,18.533811,73.899315,18.593811,73.959315,20:40:00,Fog,Jam ,120
234,qzrc535828277,15.303897,73.914336,15.373897,73.984336,18:50:00,Sandstorms,Medium ,150
235,idzq316920940,22.753659,75.903365,22.813659,75.963365,22:00:00,Cloudy,Jam ,135
236,wfyl727302737,11.001852,76.976268,11.131852,77.106268,17:40:00,Fog,Medium ,190
237,lcfm697362855,12.316967,76.603067,12.336967,76.623067,10:30:00,Fog,Low ,95
238,ibda796711447,0.0,0.0,0.06,0.06,18:20:00,Windy,Medium ,135
239,hysn703456400,18.569156,73.774723,18.699156,73.904723,23:45:00,Stormy,Low ,95
240,zdsh197495866,26.914142,75.805704,27.004142,75.895704,18:00:00,Fog,Medium ,185
241,dlkc567444231,22.311844,73.165081,22.331844,73.185081,10:25:00,Windy,Low ,50
242,zmic421481175,10.020683,76.310631,10.070683,76.360631,22:15:00,Stormy,Low ,110
243,ifbi263610560,15.157944,73.950889,15.207944,74.000889,21:55:00,Fog,Jam ,190
244,lzsu649341076,9.988483,76.295211,10.098483,76.405211,20:25:00,Fog,Jam ,240
245,rqjq749129388,22.722634,75.886959,22.772634,75.936959,19:15:00,Stormy,Jam ,70
246,wagp916588898,19.22384,72.841347,19.28384,72.901347,19:45:00,Sandstorms,Jam ,115
247,nuqy582310287,22.552672,88.352885,22.632672,88.432885,17:55:00,Cloudy,Medium ,160
248,lphw609217449,17.431668,78.408321,17.471668,78.448321,16:50:00,Sunny,Medium ,95
249,bpxl113144990,23.232357,77.429989,23.272357,77.469989,15:35:00,Cloudy,Medium ,18
250,lynw380862969,21.149669,72.772629,21.179669,72.802629,21:50:00,Sunny,Jam ,70
251,hxnt364101311,-15.5696,73.742294,15.6296,73.802294,19:45:00,Sunny,Jam ,75
252,xtrh718697701,26.492106,80.327797,26.512106,80.347797,9:35:00,Stormy,Low ,120
253,nzrx603995803,18.530963,73.828972,18.610963,73.908972,22:55:00,Windy,Low ,125
254,xosw233578727,12.979096,77.640625,13.059096,77.720625,19:50:00,Cloudy,Jam ,180
255,mqya632661029,17.411028,78.329645,17.471028,78.389645,18:30:00,Cloudy,Medium ,75
256,fijn337366535,19.003517,72.82765,19.113517,72.93765,21:10:00,Stormy,Jam ,130
257,ufvi634737634,26.474986,80.342796,26.614986,80.482796,22:00:00,Windy,Jam ,75
258,xphq275696584,19.178321,72.834715,19.288321,72.944715,21:05:00,Sunny,Jam ,65
259,ddxa491219684,21.149669,72.772629,21.169669,72.792629,10:55:00,Sunny,Low ,60
260,uzjd122843811,18.53408,73.89852,18.57408,73.93852,14:45:00,Cloudy,High ,150
261,gcok068132692,22.514119,88.362504,22.604119,88.452504,21:35:00,Sunny,Jam ,110
262,zoga820448938,25.451517,81.832616,25.491517,81.872616,14:05:00,Fog,High ,190
263,omys769656807,22.526461,88.364453,22.566461,88.404453,14:00:00,Windy,High ,115
264,jlky656226381,26.481547,80.299775,26.591547,80.409775,20:20:00,Cloudy,Jam ,190
265,uhle438992961,0.0,0.0,0.09,0.09,22:05:00,Stormy,Jam ,120
266,hnpn597266257,18.927584,72.832585,18.937584,72.842585,11:45:00,Stormy,High ,110
267,btgo058247192,22.311844,73.165081,22.341844,73.195081,21:35:00,Sandstorms,Jam ,105
268,fguk113789004,25.459775,81.834841,25.599775,81.974841,18:35:00,Sandstorms,Medium ,75
269,cblf689184054,22.31279,73.170283,22.35279,73.210283,15:55:00,Fog,Medium ,75
270,jdav260064486,21.173493,72.801953,21.283493,72.911953,17:50:00,Sunny,Medium ,135
271,lrtj206865264,17.438263,78.397865,17.518263,78.477865,22:45:00,Stormy,Low ,80
272,frsv990092274,22.311358,73.164798,22.331358,73.184798,9:00:00,Sandstorms,Low ,16
273,fsli362474574,26.88842,75.800689,26.93842,75.850689,19:40:00,Fog,Jam ,145
274,gazm289112029,21.170096,72.789122,21.240096,72.859122,17:20:00,Stormy,Medium ,180
275,edwd524990217,27.165108,78.015053,27.295108,78.145053,20:55:00,Windy,Jam ,155
276,nzsa056960624,-12.970324,-77.645748,13.010324,77.685748,12:30:00,,NaN ,125
277,pyog935946994,26.902328,75.794257,26.962328,75.854257,18:25:00,Cloudy,Medium ,75
278,ewuh817538675,22.75004,75.902847,22.86004,76.012847,17:30:00,Fog,Medium ,215
279,rmzg289720110,0.0,0.0,0.09,0.09,17:35:00,Fog,Medium ,190
280,rury608997659,13.066762,80.251865,13.106762,80.291865,12:30:00,Stormy,High ,85
281,vfpj071748524,21.186608,72.794136,21.216608,72.824136,21:25:00,Windy,Jam ,80
282,syld710992921,21.186438,72.794115,21.296438,72.904115,18:05:00,Fog,Medium ,165
283,tvcr024935468,21.186438,72.794115,21.266438,72.874115,23:10:00,Windy,Low ,135
284,weop356341562,30.327968,78.046106,30.467968,78.186106,20:30:00,Stormy,Jam ,150
285,tked433746594,0.0,0.0,0.01,0.01,8:55:00,Cloudy,Low ,55
286,dbve468302250,23.374878,85.335739,23.424878,85.385739,19:00:00,Windy,Medium ,140
287,pipp247899145,23.351058,85.325731,23.361058,85.335731,11:45:00,Sunny,High ,110
288,mmfp795505097,26.846156,75.8023,26.976156,75.9323,19:30:00,Fog,Jam ,49
289,spqu144145307,12.986047,80.218114,13.046047,80.278114,0:05:00,Stormy,Low ,95
290,omnm400447657,12.321214,76.621094,12.401214,76.701094,20:30:00,Windy,Jam ,90
291,lhzj224035382,19.878028,75.317475,20.008028,75.447475,19:15:00,Cloudy,Jam ,205
292,skse636601050,22.732225,75.874765,22.792225,75.934765,22:45:00,Sunny,Low ,95
293,issq769850231,27.160934,78.044095,27.250934,78.134095,0:00:00,Fog,Low ,175
294,mpet509696213,23.351489,85.324253,23.391489,85.364253,13:55:00,Stormy,High ,150
295,tmzp273385172,22.745049,75.892471,22.825049,75.972471,20:00:00,Windy,Jam ,155
296,mqvp909535115,10.96185,76.971082,11.00185,77.011082,14:45:00,Windy,High ,165
